user_id,segment,trade_frequency_per_week,portfolio_value_usd,risk_score,avg_holding_days,volatility_exposure
U13499,Équilibré,15,1224.71,0.599,65.0,0.347
U13500,Équilibré,10,2009.27,0.575,82.1,0.222
U13501,Prudent,1,808.1,0.206,223.4,0.029
U13502,Équilibré,3,2268.14,0.253,34.8,0.329
U13503,Prudent,4,421.08,0.126,236.2,0.036
U13504,Prudent,2,1057.94,0.22,128.6,0.06
U13505,Prudent,3,989.18,0.111,213.6,0.038
U13506,Aventurier,34,3653.5,0.71,11.5,0.373
U13507,Équilibré,4,1042.37,0.522,87.2,0.334
U13508,Équilibré,5,2137.24,0.515,32.4,0.124
U13509,Prudent,0,1016.03,0.116,133.2,0.068
U13510,Équilibré,10,1794.6,0.517,85.5,0.288
U13511,Équilibré,8,2078.33,0.316,50.0,0.274
U13512,Aventurier,41,7395.34,0.984,10.9,0.827
U13513,Équilibré,17,2052.34,0.52,27.9,0.327
U13514,Équilibré,12,2504.33,0.488,66.1,0.238
U13515,Prudent,1,955.92,0.117,240.6,0.071
U13516,Équilibré,7,3047.24,0.415,79.6,0.126
U13517,Équilibré,9,1263.76,0.352,79.1,0.349
U13518,Aventurier,44,6057.31,0.989,3.0,0.513
U13519,Prudent,1,977.17,0.103,153.2,0.067
U13520,Prudent,2,767.44,0.226,246.7,0.066
U13521,Équilibré,14,1012.04,0.45,71.2,0.216
U13522,Prudent,1,924.82,0.222,114.1,0.093
U13523,Prudent,2,929.31,0.216,210.4,0.053
U13524,Aventurier,43,3048.92,0.979,13.4,0.631
U13525,Équilibré,6,2179.31,0.594,22.3,0.349
U13526,Aventurier,31,1836.76,0.872,1.5,0.533
U13527,Aventurier,39,4877.24,0.652,5.1,0.592
U13528,Prudent,1,1090.5,0.234,221.0,0.061
U13529,Équilibré,10,1080.44,0.457,24.8,0.14
U13530,Prudent,3,1089.65,0.062,272.9,0.044
U13531,Aventurier,35,4222.35,0.945,2.2,0.56
U13532,Équilibré,8,1507.01,0.398,54.0,0.27
U13533,Équilibré,10,1299.59,0.6,74.5,0.345
U13534,Prudent,5,787.31,0.09,121.9,0.079
U13535,Équilibré,11,1674.34,0.59,28.6,0.278
U13536,Prudent,2,807.12,0.102,114.1,0.075
U13537,Équilibré,8,1148.11,0.419,53.6,0.27
U13538,Équilibré,10,1230.44,0.556,58.6,0.312
U13539,Aventurier,34,3465.47,0.972,12.9,0.377
U13540,Prudent,1,681.5,0.064,122.1,0.065
U13541,Équilibré,8,1889.68,0.496,68.7,0.12
U13542,Aventurier,40,5246.62,0.824,1.3,0.785
U13543,Prudent,3,1116.82,0.124,157.2,0.081
U13544,Aventurier,46,7140.9,0.982,11.5,0.54
U13545,Prudent,2,817.62,0.054,210.7,0.036
U13546,Équilibré,7,1963.59,0.396,38.5,0.309
U13547,Équilibré,14,1235.81,0.446,86.9,0.158
U13548,Équilibré,13,1724.56,0.467,26.0,0.221
U13549,Aventurier,51,3119.02,0.663,1.4,0.769
U13550,Prudent,2,862.5,0.235,139.7,0.054
U13551,Prudent,4,1058.86,0.124,266.9,0.094
U13552,Équilibré,13,2206.36,0.269,41.1,0.293
U13553,Aventurier,48,4032.12,0.936,2.5,0.584
U13554,Prudent,3,691.62,0.232,269.7,0.06
U13555,Aventurier,42,3695.11,0.687,7.0,0.533
U13556,Équilibré,17,2360.17,0.413,89.2,0.226
U13557,Prudent,2,783.32,0.133,184.9,0.075
U13558,Équilibré,11,2522.06,0.459,80.6,0.302
U13559,Prudent,3,709.58,0.185,215.4,0.03
U13560,Équilibré,10,1463.3,0.392,37.0,0.222
U13561,Prudent,3,901.87,0.223,195.8,0.091
U13562,Équilibré,13,1203.88,0.549,28.0,0.196
U13563,Équilibré,16,1784.25,0.579,49.7,0.127
U13564,Équilibré,5,1693.84,0.267,31.3,0.335
U13565,Équilibré,13,1911.62,0.293,67.2,0.321
U13566,Équilibré,10,1138.56,0.36,46.7,0.34
U13567,Prudent,3,841.97,0.075,104.0,0.028
U13568,Équilibré,9,1012.03,0.358,35.3,0.298
U13569,Aventurier,43,2101.72,0.765,13.5,0.385
U13570,Aventurier,38,4418.22,0.778,10.5,0.35
U13571,Prudent,4,604.31,0.085,225.5,0.029
U13572,Prudent,1,1110.93,0.188,219.8,0.083
U13573,Aventurier,32,3511.35,0.988,9.3,0.741
U13574,Équilibré,8,1947.07,0.385,81.5,0.171
U13575,Équilibré,11,2192.12,0.599,87.0,0.151
U13576,Équilibré,9,2185.42,0.505,67.4,0.269
U13577,Prudent,1,862.32,0.134,193.6,0.097
U13578,Équilibré,15,1655.21,0.561,58.4,0.264
U13579,Aventurier,39,1867.27,0.828,13.2,0.385
U13580,Équilibré,7,2604.81,0.306,58.3,0.194
U13581,Prudent,2,698.93,0.218,138.9,0.047
U13582,Prudent,2,1007.5,0.238,190.3,0.093
U13583,Prudent,2,811.03,0.093,149.4,0.081
U13584,Équilibré,9,919.56,0.354,33.6,0.16
U13585,Prudent,5,664.52,0.189,240.7,0.032
U13586,Prudent,2,832.36,0.062,186.2,0.044
U13587,Aventurier,43,1242.45,0.694,11.4,0.52
U13588,Prudent,3,979.73,0.065,206.3,0.023
U13589,Prudent,2,674.88,0.189,227.9,0.033
U13590,Prudent,4,898.8,0.084,159.5,0.095
U13591,Prudent,0,992.2,0.138,276.2,0.046
U13592,Équilibré,9,1872.69,0.478,47.5,0.215
U13593,Aventurier,42,4743.48,0.903,14.5,0.417
U13594,Aventurier,29,503.57,0.685,8.4,0.443
U13595,Équilibré,7,600.88,0.573,64.1,0.141
U13596,Équilibré,13,1538.89,0.552,57.5,0.273
U13597,Équilibré,12,1280.42,0.517,41.6,0.123
U13598,Prudent,2,952.83,0.053,136.7,0.031
U13599,Prudent,2,861.27,0.093,129.2,0.024
U13600,Aventurier,47,2825.15,0.699,12.3,0.776
U13601,Prudent,2,781.77,0.156,236.6,0.033
U13602,Prudent,2,1010.74,0.095,266.5,0.053
U13603,Équilibré,6,2282.18,0.459,48.5,0.283
U13604,Équilibré,13,2673.58,0.569,43.8,0.169
U13605,Prudent,3,791.28,0.231,280.1,0.082
U13606,Prudent,1,670.15,0.073,215.6,0.097
U13607,Équilibré,12,2324.56,0.48,24.1,0.258
U13608,Équilibré,4,2911.8,0.547,48.6,0.348
U13609,Prudent,0,701.7,0.151,241.6,0.038
U13610,Équilibré,10,2899.67,0.311,47.4,0.218
U13611,Équilibré,12,3340.01,0.559,36.0,0.205
U13612,Aventurier,49,2510.28,0.971,10.6,0.757
U13613,Prudent,4,289.14,0.135,221.0,0.076
U13614,Prudent,2,914.66,0.157,140.6,0.052
U13615,Équilibré,8,1927.31,0.51,33.9,0.254
U13616,Équilibré,11,1315.2,0.595,52.8,0.225
U13617,Prudent,4,678.34,0.159,225.9,0.084
U13618,Équilibré,8,1227.19,0.394,32.1,0.168
U13619,Prudent,0,886.2,0.147,125.2,0.035
U13620,Prudent,2,767.44,0.237,116.6,0.089
U13621,Équilibré,10,1281.97,0.386,69.9,0.158
U13622,Prudent,2,976.88,0.188,285.5,0.092
U13623,Aventurier,41,1427.84,0.861,4.9,0.503
U13624,Équilibré,10,1465.5,0.5,72.8,0.334
U13625,Équilibré,10,1829.82,0.322,77.0,0.259
U13626,Équilibré,13,2904.24,0.255,87.1,0.126
U13627,Équilibré,8,1617.9,0.346,51.7,0.349
U13628,Prudent,1,945.19,0.176,209.7,0.026
U13629,Aventurier,47,2483.62,0.816,6.5,0.756
U13630,Aventurier,25,3452.16,0.795,8.7,0.738
U13631,Prudent,1,473.06,0.193,109.6,0.096
U13632,Prudent,2,675.93,0.182,289.9,0.094
U13633,Prudent,0,1168.7,0.216,193.7,0.058
U13634,Équilibré,8,886.35,0.587,51.7,0.181
U13635,Équilibré,8,2532.08,0.34,89.9,0.323
U13636,Aventurier,37,3339.54,1.0,14.9,0.524
U13637,Équilibré,10,1529.8,0.538,33.6,0.216
U13638,Équilibré,11,1924.68,0.274,45.9,0.211
U13639,Équilibré,9,1632.25,0.272,53.3,0.225
U13640,Équilibré,15,1566.43,0.328,24.6,0.129
U13641,Équilibré,12,2095.0,0.329,58.2,0.138
U13642,Équilibré,14,1325.57,0.356,83.6,0.231
U13643,Équilibré,10,1618.06,0.416,69.8,0.151
U13644,Équilibré,6,1558.16,0.295,50.6,0.24
U13645,Équilibré,10,1170.45,0.286,78.2,0.106
U13646,Équilibré,16,2030.13,0.588,66.2,0.334
U13647,Équilibré,14,817.89,0.364,89.9,0.137
U13648,Équilibré,7,844.63,0.45,78.4,0.156
U13649,Équilibré,11,983.27,0.282,48.9,0.266
U13650,Équilibré,11,1582.17,0.413,55.3,0.319
U13651,Équilibré,14,1372.11,0.473,75.4,0.313
U13652,Prudent,2,650.44,0.164,257.8,0.093
U13653,Prudent,4,686.92,0.248,227.0,0.058
U13654,Équilibré,11,2180.57,0.414,58.5,0.252
U13655,Équilibré,12,2262.3,0.395,61.8,0.248
U13656,Aventurier,32,2756.68,0.964,1.8,0.737
U13657,Équilibré,10,354.11,0.473,34.2,0.19
U13658,Équilibré,11,1553.45,0.349,70.3,0.216
U13659,Prudent,2,981.42,0.137,171.9,0.028
U13660,Prudent,1,664.25,0.146,295.4,0.034
U13661,Équilibré,7,854.03,0.269,65.4,0.315
U13662,Prudent,3,635.98,0.203,162.7,0.088
U13663,Équilibré,14,2426.16,0.434,70.1,0.154
U13664,Équilibré,11,2057.74,0.345,84.7,0.207
U13665,Équilibré,12,1345.44,0.443,27.1,0.295
U13666,Aventurier,38,4206.7,0.611,4.4,0.453
U13667,Équilibré,14,1775.77,0.518,27.2,0.147
U13668,Prudent,1,765.42,0.121,169.4,0.057
U13669,Aventurier,26,5469.45,0.636,2.4,0.392
U13670,Aventurier,40,3527.72,0.748,6.5,0.41
U13671,Prudent,4,770.48,0.239,225.3,0.055
U13672,Prudent,6,880.77,0.225,207.8,0.087
U13673,Prudent,2,571.46,0.131,239.3,0.089
U13674,Prudent,1,619.45,0.182,208.0,0.025
U13675,Aventurier,43,3011.42,0.886,8.7,0.489
U13676,Équilibré,6,874.52,0.262,81.7,0.173
U13677,Équilibré,14,1867.63,0.518,32.1,0.267
U13678,Aventurier,41,4459.04,0.691,10.6,0.635
U13679,Équilibré,14,2395.65,0.447,62.5,0.238
U13680,Prudent,1,682.44,0.191,258.0,0.098
U13681,Aventurier,43,469.33,0.789,1.6,0.883
U13682,Aventurier,30,3982.02,0.804,7.0,0.83
U13683,Aventurier,36,668.58,0.684,12.4,0.458
U13684,Équilibré,7,1063.38,0.32,85.7,0.268
U13685,Équilibré,12,2401.47,0.488,25.4,0.208
U13686,Prudent,1,863.34,0.122,242.6,0.087
U13687,Équilibré,11,2131.11,0.255,44.5,0.116
U13688,Aventurier,38,3795.6,0.698,5.0,0.509
U13689,Prudent,2,749.77,0.109,283.8,0.084
U13690,Équilibré,14,1151.67,0.384,79.4,0.144
U13691,Équilibré,14,918.89,0.412,55.7,0.268
U13692,Prudent,2,880.45,0.066,211.9,0.098
U13693,Équilibré,15,786.92,0.371,28.6,0.153
U13694,Prudent,1,723.5,0.217,150.9,0.053
U13695,Équilibré,8,2160.63,0.385,45.2,0.268
U13696,Prudent,1,968.67,0.093,216.4,0.067
U13697,Aventurier,34,2973.57,0.941,9.8,0.377
U13698,Prudent,4,973.87,0.079,111.5,0.063
U13699,Prudent,1,613.74,0.084,256.6,0.079
U13700,Prudent,3,505.29,0.168,286.8,0.045
U13701,Aventurier,42,3747.38,0.636,11.8,0.831
U13702,Équilibré,11,1756.03,0.515,47.9,0.292
U13703,Équilibré,6,3253.29,0.574,84.6,0.275
U13704,Équilibré,9,2288.01,0.501,47.9,0.177
U13705,Équilibré,8,2163.12,0.372,23.7,0.174
U13706,Prudent,3,622.25,0.234,277.9,0.031
U13707,Équilibré,9,1965.03,0.252,51.5,0.183
U13708,Prudent,2,447.44,0.203,121.6,0.065
U13709,Aventurier,33,6370.94,0.704,2.2,0.543
U13710,Équilibré,9,1634.7,0.345,84.1,0.33
U13711,Équilibré,8,1715.39,0.423,75.3,0.207
U13712,Prudent,2,1116.62,0.235,223.5,0.073
U13713,Équilibré,18,2187.61,0.295,47.9,0.252
U13714,Prudent,1,544.5,0.157,248.7,0.024
U13715,Prudent,1,803.1,0.217,216.7,0.094
U13716,Prudent,5,653.66,0.249,170.8,0.047
U13717,Équilibré,12,713.17,0.549,82.9,0.33
U13718,Équilibré,12,2055.45,0.251,28.7,0.222
U13719,Prudent,1,371.68,0.079,183.5,0.048
U13720,Prudent,4,1199.9,0.21,119.4,0.082
U13721,Équilibré,9,1836.45,0.398,49.4,0.317
U13722,Équilibré,10,2732.9,0.427,29.4,0.321
U13723,Prudent,2,256.98,0.096,232.5,0.093
U13724,Prudent,4,1051.0,0.141,191.5,0.05
U13725,Aventurier,34,3609.3,0.734,2.8,0.72
U13726,Aventurier,48,5934.45,0.653,4.2,0.74
U13727,Aventurier,32,3110.07,0.863,6.2,0.718
U13728,Aventurier,39,1593.26,0.655,10.0,0.831
U13729,Prudent,5,445.58,0.119,278.2,0.096
U13730,Prudent,0,802.99,0.146,165.5,0.046
U13731,Prudent,5,882.84,0.116,204.3,0.079
U13732,Prudent,5,812.76,0.195,173.7,0.06
U13733,Aventurier,39,5211.43,0.754,8.1,0.755
U13734,Équilibré,10,2317.57,0.47,86.8,0.277
U13735,Équilibré,15,136.86,0.474,30.1,0.21
U13736,Prudent,2,913.23,0.158,247.1,0.073
U13737,Aventurier,46,4218.08,0.896,7.4,0.457
U13738,Aventurier,29,5535.3,0.945,10.7,0.655
U13739,Prudent,1,690.46,0.132,205.7,0.06
U13740,Aventurier,36,2789.39,0.839,5.6,0.401
U13741,Prudent,2,588.64,0.189,276.3,0.034
U13742,Prudent,2,685.2,0.245,255.6,0.048
U13743,Équilibré,11,2768.71,0.529,59.8,0.185
U13744,Équilibré,6,2093.78,0.497,66.5,0.179
U13745,Prudent,1,929.16,0.123,141.4,0.041
U13746,Prudent,2,762.44,0.072,147.8,0.079
U13747,Aventurier,39,932.8,0.619,2.7,0.762
U13748,Équilibré,7,2438.23,0.421,30.9,0.342
U13749,Équilibré,9,1861.74,0.529,49.5,0.141
U13750,Prudent,0,647.44,0.119,272.2,0.028
U13751,Prudent,2,778.49,0.066,290.7,0.022
U13752,Prudent,4,636.26,0.2,152.4,0.082
U13753,Prudent,3,641.85,0.108,133.4,0.091
U13754,Prudent,3,831.96,0.225,230.1,0.036
U13755,Prudent,3,655.41,0.085,253.9,0.033
U13756,Équilibré,9,3044.69,0.266,69.1,0.118
U13757,Prudent,0,551.15,0.115,180.8,0.027
U13758,Aventurier,42,261.59,0.684,3.5,0.37
U13759,Prudent,3,905.79,0.124,178.1,0.093
U13760,Équilibré,8,2353.58,0.303,42.8,0.206
U13761,Prudent,2,465.57,0.11,190.2,0.078
U13762,Équilibré,10,1017.99,0.431,69.8,0.239
U13763,Prudent,4,944.68,0.199,146.1,0.029
U13764,Aventurier,51,4372.61,0.673,10.5,0.827
U13765,Équilibré,14,3190.47,0.556,36.9,0.287
U13766,Équilibré,8,2651.48,0.592,84.8,0.227
U13767,Prudent,1,866.93,0.248,193.2,0.032
U13768,Équilibré,12,284.54,0.313,33.2,0.33
U13769,Équilibré,13,1344.11,0.272,82.6,0.235
U13770,Prudent,3,686.19,0.128,251.8,0.041
U13771,Équilibré,10,1838.56,0.425,87.0,0.292
U13772,Aventurier,34,5896.98,0.732,11.8,0.606
U13773,Équilibré,12,1055.22,0.327,66.5,0.126
U13774,Aventurier,51,5176.33,0.736,5.2,0.883
U13775,Aventurier,30,3479.77,0.961,6.2,0.518
U13776,Aventurier,42,5446.73,0.867,4.6,0.815
U13777,Équilibré,10,743.51,0.456,33.0,0.306
U13778,Équilibré,6,2054.58,0.262,65.4,0.123
U13779,Équilibré,12,1580.59,0.543,37.9,0.259
U13780,Équilibré,11,204.39,0.391,81.7,0.159
U13781,Aventurier,46,1083.19,0.62,13.6,0.421
U13782,Prudent,3,528.67,0.191,299.2,0.068
U13783,Équilibré,11,2295.36,0.513,36.7,0.226
U13784,Prudent,2,667.33,0.12,113.2,0.042
U13785,Prudent,2,715.66,0.08,174.1,0.094
U13786,Prudent,2,970.17,0.198,108.8,0.096
U13787,Équilibré,12,1024.39,0.281,22.4,0.114
U13788,Prudent,1,596.01,0.207,121.0,0.081
U13789,Équilibré,11,1741.9,0.45,69.4,0.311
U13790,Équilibré,15,3141.34,0.571,58.1,0.159
U13791,Prudent,3,1164.26,0.25,201.3,0.092
U13792,Prudent,4,971.95,0.221,204.8,0.072
U13793,Équilibré,8,1870.62,0.526,66.6,0.267
U13794,Équilibré,15,1655.13,0.423,37.1,0.35
U13795,Aventurier,53,4583.15,0.674,3.8,0.82
U13796,Aventurier,42,2419.24,0.761,3.4,0.676
U13797,Aventurier,33,3599.72,0.739,14.0,0.553
U13798,Équilibré,12,2074.86,0.356,53.1,0.239
U13799,Aventurier,39,4678.64,0.947,4.8,0.762
U13800,Aventurier,42,159.96,0.705,4.8,0.862
U13801,Aventurier,44,4874.89,0.924,13.3,0.579
U13802,Prudent,1,814.89,0.223,130.4,0.03
U13803,Aventurier,46,4156.97,0.704,11.8,0.655
U13804,Équilibré,13,1706.96,0.524,70.6,0.126
U13805,Équilibré,11,1581.14,0.499,61.6,0.255
U13806,Prudent,1,964.06,0.179,107.1,0.092
U13807,Équilibré,12,1537.02,0.445,51.8,0.262
U13808,Prudent,1,362.25,0.134,129.3,0.072
U13809,Prudent,4,977.98,0.088,215.2,0.057
U13810,Prudent,1,878.47,0.11,269.9,0.079
U13811,Aventurier,23,4365.74,0.787,3.3,0.426
U13812,Prudent,3,686.75,0.058,229.8,0.021
U13813,Prudent,1,735.36,0.218,283.0,0.052
U13814,Prudent,3,1000.25,0.154,210.2,0.055
U13815,Équilibré,19,1392.71,0.265,60.8,0.329
U13816,Prudent,4,817.59,0.13,119.5,0.059
U13817,Prudent,2,373.57,0.083,251.0,0.036
U13818,Équilibré,13,1505.77,0.386,29.1,0.1
U13819,Équilibré,11,1945.98,0.549,66.7,0.223
U13820,Prudent,0,929.52,0.066,294.7,0.029
U13821,Prudent,3,581.2,0.137,102.9,0.048
U13822,Prudent,2,576.76,0.084,294.9,0.029
U13823,Aventurier,44,3356.58,0.89,10.5,0.364
U13824,Équilibré,10,1478.38,0.51,42.7,0.344
U13825,Équilibré,13,2105.36,0.388,29.0,0.231
U13826,Prudent,6,885.51,0.076,299.7,0.022
U13827,Équilibré,10,4059.74,0.416,61.1,0.216
U13828,Prudent,1,1067.74,0.129,290.4,0.063
U13829,Prudent,2,595.62,0.23,133.2,0.055
U13830,Équilibré,17,1265.81,0.587,36.9,0.171
U13831,Équilibré,12,2077.13,0.501,52.6,0.242
U13832,Prudent,1,707.42,0.244,222.1,0.065
U13833,Équilibré,15,1491.49,0.6,48.2,0.286
U13834,Aventurier,36,2909.43,0.692,2.0,0.418
U13835,Équilibré,18,2344.17,0.414,77.5,0.311
U13836,Équilibré,18,1402.3,0.347,58.0,0.222
U13837,Aventurier,54,2241.03,0.606,2.0,0.431
U13838,Aventurier,38,5525.82,0.75,12.4,0.868
U13839,Équilibré,16,911.83,0.57,23.3,0.164
U13840,Équilibré,8,2375.42,0.447,30.8,0.265
U13841,Prudent,5,609.15,0.219,256.7,0.029
U13842,Équilibré,16,1374.1,0.291,87.7,0.204
U13843,Prudent,2,821.63,0.122,226.2,0.081
U13844,Prudent,0,740.09,0.179,265.5,0.021
U13845,Équilibré,8,2091.53,0.54,79.6,0.298
U13846,Prudent,1,970.36,0.146,214.7,0.022
U13847,Équilibré,15,1535.56,0.358,45.3,0.328
U13848,Équilibré,8,1491.87,0.385,32.4,0.221
U13849,Équilibré,9,2590.04,0.476,73.7,0.151
U13850,Prudent,0,1037.48,0.15,129.4,0.022
U13851,Prudent,3,738.63,0.213,159.1,0.088
U13852,Équilibré,7,1001.84,0.459,34.4,0.253
U13853,Aventurier,34,5804.32,0.694,12.7,0.841
U13854,Prudent,1,702.45,0.121,242.4,0.03
U13855,Prudent,4,1014.56,0.076,203.5,0.04
U13856,Aventurier,46,4612.95,0.752,11.0,0.636
U13857,Prudent,3,574.8,0.14,259.6,0.08
U13858,Aventurier,44,6418.58,0.68,8.0,0.878
U13859,Équilibré,6,1669.34,0.345,51.7,0.218
U13860,Équilibré,13,982.33,0.461,39.4,0.166
U13861,Prudent,3,599.33,0.183,206.9,0.07
U13862,Prudent,2,733.61,0.059,205.1,0.03
U13863,Prudent,3,397.7,0.099,117.1,0.042
U13864,Aventurier,43,278.58,0.8,7.2,0.495
U13865,Équilibré,8,1547.13,0.521,69.3,0.238
U13866,Équilibré,19,3089.74,0.556,53.4,0.156
U13867,Équilibré,11,2362.03,0.273,42.6,0.283
U13868,Prudent,1,713.45,0.122,165.8,0.053
U13869,Équilibré,10,2815.87,0.366,80.9,0.301
U13870,Équilibré,7,999.39,0.592,58.5,0.317
U13871,Équilibré,15,1580.68,0.461,66.6,0.312
U13872,Prudent,2,1015.85,0.217,159.7,0.029
U13873,Équilibré,7,2799.76,0.48,44.3,0.233
U13874,Aventurier,40,1961.73,0.699,7.5,0.391
U13875,Équilibré,12,1432.07,0.39,84.3,0.231
U13876,Prudent,4,930.54,0.152,233.6,0.076
U13877,Équilibré,10,1740.38,0.27,46.8,0.17
U13878,Prudent,1,787.62,0.214,202.2,0.084
U13879,Équilibré,1,2152.49,0.464,75.5,0.3
U13880,Aventurier,43,2121.82,0.751,14.5,0.708
U13881,Équilibré,12,2392.71,0.331,56.5,0.134
U13882,Équilibré,10,1219.76,0.38,51.4,0.254
U13883,Équilibré,12,1982.61,0.428,33.2,0.171
U13884,Prudent,1,818.26,0.106,283.5,0.053
U13885,Prudent,4,765.62,0.151,292.5,0.05
U13886,Aventurier,39,3005.27,0.993,4.7,0.697
U13887,Équilibré,13,2091.95,0.523,45.8,0.314
U13888,Prudent,2,545.23,0.096,149.0,0.076
U13889,Prudent,1,694.19,0.152,219.0,0.095
U13890,Équilibré,12,1804.84,0.444,88.7,0.139
U13891,Équilibré,12,909.96,0.354,45.9,0.156
U13892,Aventurier,38,2453.36,0.839,11.5,0.873
U13893,Prudent,1,1032.34,0.131,156.0,0.07
U13894,Aventurier,50,1718.18,0.882,6.8,0.839
U13895,Équilibré,11,1853.23,0.484,68.8,0.334
U13896,Équilibré,4,2659.6,0.448,83.9,0.127
U13897,Équilibré,10,2351.77,0.282,23.6,0.215
U13898,Prudent,4,825.0,0.175,136.0,0.083
U13899,Aventurier,45,3291.94,0.648,4.3,0.848
U13900,Prudent,3,918.62,0.18,299.8,0.061
U13901,Prudent,1,1055.67,0.134,196.8,0.03
U13902,Aventurier,41,3910.73,0.655,5.4,0.507
U13903,Équilibré,14,1379.42,0.387,41.8,0.162
U13904,Aventurier,57,5959.12,0.737,6.0,0.55
U13905,Équilibré,6,1337.45,0.526,44.0,0.134
U13906,Équilibré,13,2125.48,0.311,62.7,0.251
U13907,Aventurier,42,1897.57,0.746,11.7,0.776
U13908,Prudent,0,651.1,0.21,125.4,0.084
U13909,Aventurier,37,3764.49,0.776,2.8,0.381
U13910,Prudent,4,889.01,0.078,164.8,0.085
U13911,Aventurier,34,5983.58,0.742,9.8,0.773
U13912,Prudent,2,949.68,0.16,221.6,0.056
U13913,Équilibré,11,1521.35,0.283,33.3,0.272
U13914,Aventurier,36,4504.29,0.706,2.0,0.874
U13915,Équilibré,8,1334.17,0.556,69.9,0.115
U13916,Équilibré,13,2656.52,0.389,89.3,0.165
U13917,Aventurier,52,3281.19,0.735,2.0,0.414
U13918,Équilibré,11,1475.92,0.461,70.0,0.281
U13919,Aventurier,46,3502.56,0.985,3.3,0.893
U13920,Équilibré,5,2685.2,0.489,83.0,0.29
U13921,Prudent,0,1102.33,0.091,231.5,0.027
U13922,Prudent,1,975.5,0.089,100.7,0.07
U13923,Prudent,1,887.29,0.072,149.7,0.023
U13924,Prudent,3,530.17,0.137,208.3,0.05
U13925,Équilibré,6,2057.7,0.274,35.1,0.2
U13926,Prudent,5,1060.22,0.196,132.3,0.048
U13927,Prudent,0,836.24,0.126,161.8,0.041
U13928,Prudent,0,820.33,0.111,103.3,0.065
U13929,Aventurier,43,1012.69,0.707,5.5,0.659
U13930,Équilibré,11,1271.9,0.297,87.1,0.231
U13931,Équilibré,14,2610.93,0.284,31.8,0.244
U13932,Aventurier,40,2267.16,0.666,1.2,0.353
U13933,Prudent,3,526.05,0.249,122.7,0.051
U13934,Aventurier,40,3154.67,0.745,13.6,0.574
U13935,Équilibré,10,800.18,0.576,25.6,0.16
U13936,Prudent,4,1067.95,0.184,183.3,0.098
U13937,Équilibré,8,2051.47,0.595,53.6,0.133
U13938,Équilibré,11,1694.15,0.375,30.8,0.147
U13939,Équilibré,12,1544.97,0.306,50.7,0.334
U13940,Aventurier,46,400.86,0.772,13.0,0.488
U13941,Prudent,2,821.72,0.196,125.9,0.089
U13942,Prudent,2,1060.09,0.099,167.6,0.026
U13943,Prudent,2,793.67,0.125,233.5,0.089
U13944,Prudent,0,1068.49,0.059,297.0,0.041
U13945,Prudent,0,599.88,0.14,276.3,0.092
U13946,Aventurier,36,2693.58,0.816,4.5,0.442
U13947,Prudent,4,630.93,0.085,154.0,0.099
U13948,Équilibré,10,943.48,0.346,48.8,0.25
U13949,Équilibré,9,1320.34,0.358,35.1,0.259
U13950,Aventurier,43,4086.37,0.897,12.0,0.728
U13951,Aventurier,27,1904.57,0.731,8.8,0.516
U13952,Équilibré,9,591.55,0.374,68.6,0.226
U13953,Aventurier,44,4287.06,0.909,1.5,0.881
U13954,Équilibré,8,831.8,0.485,61.4,0.122
U13955,Aventurier,49,3436.71,0.987,9.7,0.81
U13956,Équilibré,10,1832.12,0.362,72.0,0.326
U13957,Prudent,4,569.0,0.145,108.1,0.099
U13958,Équilibré,5,2222.33,0.484,34.2,0.112
U13959,Équilibré,9,1797.41,0.464,44.3,0.171
U13960,Équilibré,7,1908.13,0.502,47.9,0.224
U13961,Prudent,4,467.02,0.113,249.0,0.051
U13962,Équilibré,10,2026.02,0.395,50.4,0.187
U13963,Aventurier,39,2483.71,0.64,1.2,0.462
U13964,Prudent,1,829.6,0.188,239.9,0.062
U13965,Équilibré,7,2532.44,0.358,46.2,0.148
U13966,Équilibré,8,1595.46,0.46,53.1,0.161
U13967,Aventurier,45,4750.97,0.74,3.4,0.472
U13968,Aventurier,37,5261.74,0.964,7.1,0.85
U13969,Équilibré,11,1072.75,0.581,72.0,0.121
U13970,Équilibré,12,1332.46,0.528,51.9,0.154
U13971,Prudent,4,1064.42,0.207,260.1,0.08
U13972,Équilibré,8,2276.25,0.463,84.2,0.286
U13973,Équilibré,14,1759.46,0.346,31.8,0.271
U13974,Aventurier,43,4698.25,0.93,14.8,0.423
U13975,Équilibré,13,554.43,0.468,70.6,0.224
U13976,Prudent,2,695.97,0.089,219.9,0.056
U13977,Équilibré,11,2024.48,0.553,42.9,0.231
U13978,Prudent,4,1069.86,0.213,299.4,0.089
U13979,Prudent,2,702.91,0.092,207.3,0.041
U13980,Prudent,1,596.92,0.199,136.3,0.06
U13981,Prudent,2,1143.62,0.155,253.3,0.028
U13982,Aventurier,37,2543.05,0.975,4.1,0.789
U13983,Prudent,2,653.08,0.115,204.2,0.098
U13984,Prudent,1,719.71,0.178,165.3,0.046
U13985,Aventurier,56,5625.76,0.879,6.7,0.636
U13986,Équilibré,13,2588.94,0.457,86.4,0.202
U13987,Prudent,1,773.53,0.113,203.7,0.024
U13988,Prudent,1,622.22,0.052,119.9,0.022
U13989,Prudent,2,842.34,0.076,279.4,0.061
U13990,Prudent,4,1052.26,0.174,294.2,0.074
U13991,Prudent,2,671.79,0.127,179.3,0.08
U13992,Équilibré,11,1963.79,0.37,22.7,0.186
